target_id	length	eff_length	est_counts	tpm
ENST00000397682	2941	2766.32	0	0
ENST00000424303	796	621.321	0	0
ENST00000407739	893	718.321	0	0
ENST00000400131	2036	1861.32	0	0
ENST00000399312	990	815.321	0	0
ENST00000416357	796	621.321	0	0
ENST00000424733	1097	922.321	0	0
ENST00000398497	555	380.321	0	0
ENST00000416034	395	220.321	1	3672.12
ENST00000400199	7562	7387.32	1.92814	211.167
ENST00000414582	615	440.321	0	0
ENST00000391620	971	796.321	0	0
ENST00000418516	345	170.321	0	0
ENST00000402202	1480	1305.32	0	0
ENST00000409758	763	588.321	2	2750.35
ENST00000421604	762	587.321	0	0
ENST00000399215	4272	4097.32	4.14482	818.425
ENST00000391177	215	59.0979	0	0
ENST00000416768	1850	1675.32	0	0
ENST00000400310	2168	1993.32	0	0
ENST00000419522	568	393.321	0	0
ENST00000399909	3427	3252.32	0	0
ENST00000397648	839	664.321	0	0
ENST00000414818	831	656.321	0	0
ENST00000418018	885	710.321	0	0
ENST00000421802	727	552.321	0	0
ENST00000408910	4878	4703.32	2.91827	501.989
ENST00000400304	1086	911.321	0	0
ENST00000399205	1208	1033.32	0	0
ENST00000398405	2754	2579.32	0	0
ENST00000412604	1756	1581.32	0	0
ENST00000416044	370	195.321	0	0
ENST00000411146	174	36.5391	0	0
ENST00000391624	636	461.321	0	0
ENST00000400566	1888	1713.32	0	0
ENST00000408471	128	40.2581	0	0
ENST00000414189	608	433.321	0	0
ENST00000398352	937	762.321	0	0
ENST00000389195	2714	2539.32	3.76624	1199.95
ENST00000419378	850	675.321	0	0
ENST00000400099	492	317.321	0	0
ENST00000419628	1775	1600.32	1	505.552
ENST00000404220	4284	4109.32	0	0
ENST00000399289	3154	2979.32	0	0
ENST00000398930	2914	2739.32	0	0
ENST00000399098	972	797.321	0	0
ENST00000418813	576	401.321	0	0
ENST00000411355	107	36.55	0	0
ENST00000422809	850	675.321	0	0
ENST00000400577	1934	1759.32	0	0
ENST00000419431	727	552.321	0	0
ENST00000399151	7685	7510.32	8	861.796
ENST00000398960	2782	2607.32	0	0
ENST00000413131	499	324.321	0	0
ENST00000398078	1069	894.321	0	0
ENST00000398431	452	277.321	0	0
ENST00000421927	2280	2105.32	0	0
ENST00000399149	530	355.321	1	2276.94
ENST00000399295	1074	899.321	0.850417	765.05
ENST00000413778	887	712.321	0	0
ENST00000411828	959	784.321	0	0
ENST00000400094	589	414.321	0	0
ENST00000409416	3430	3255.32	0	0
ENST00000420685	446	271.321	0	0
ENST00000400385	4598	4423.32	1.63282	298.651
ENST00000415182	2176	2001.32	2	808.511
ENST00000412526	870	695.321	0	0
ENST00000421049	339	164.321	0	0
ENST00000421051	1361	1186.32	0	0
ENST00000398227	1606	1431.32	0	0
ENST00000419943	583	408.321	0	0
ENST00000415863	706	531.321	0	0
ENST00000419921	767	592.321	4.80513	6563.28
ENST00000416145	396	221.321	0	0
ENST00000419699	674	499.321	0	0
ENST00000404019	5374	5199.32	0	0
ENST00000400353	2090	1915.32	1.53573	648.701
ENST00000400165	603	428.321	0	0
ENST00000397694	534	359.321	0	0
ENST00000399907	3472	3297.32	0	0
ENST00000398919	1868	1693.32	0	0
ENST00000415143	412	237.321	0	0
ENST00000398437	3475	3300.32	0	0
ENST00000418766	3771	3596.32	0	0
ENST00000414486	422	247.321	0	0
ENST00000398058	4338	4163.32	0	0
ENST00000414079	408	233.321	0	0
ENST00000415820	422	247.321	0	0
ENST00000389995	865	690.321	0	0
ENST00000400309	1986	1811.32	0	0
ENST00000400423	2622	2447.32	0.481509	159.179
ENST00000424365	905	730.321	0	0
ENST00000390689	646	471.321	0	0
ENST00000400365	873	698.321	0	0
ENST00000399976	2963	2788.32	0	0
ENST00000397691	764	589.321	0	0
ENST00000420877	2632	2457.32	1	329.239
ENST00000399207	1160	985.321	0	0
ENST00000420273	784	609.321	0	0
ENST00000398137	1019	844.321	0	0
ENST00000419461	702	527.321	0	0
ENST00000400117	770	595.321	0	0
ENST00000399120	6466	6291.32	2.24365	288.527
ENST00000399899	2068	1893.32	0	0
ENST00000414617	616	441.321	0	0
ENST00000398714	2341	2166.32	0	0
ENST00000410005	756	581.321	0	0
ENST00000412426	991	816.321	0	0
ENST00000399947	2003	1828.32	0	0
ENST00000425091	512	337.321	1	2398.44
ENST00000398081	2251	2076.32	2.93831	1144.92
ENST00000425979	482	307.321	0	0
ENST00000411651	1921	1746.32	0	0
ENST00000398753	699	524.321	0	0
ENST00000414699	336	162.681	0	0
ENST00000589300	718	543.321	0	0
ENST00000582241	73	26.75	0	0
ENST00000608591	1979	1804.32	0	0
ENST00000478183	1818	1643.32	1.90862	939.658
ENST00000467445	977	802.321	0	0
ENST00000609713	19645	19470.3	6	249.316
ENST00000472777	460	285.321	0	0
ENST00000455528	8394	8219.32	0	0
ENST00000426771	361	186.321	0	0
ENST00000456613	319	146.325	0	0
ENST00000435493	349	174.321	0	0
ENST00000487113	1009	834.321	0	0
ENST00000448049	3507	3332.32	0	0
ENST00000441403	715	540.321	0	0
ENST00000609782	763	588.321	0	0
ENST00000616627	86	26.4286	0	0
ENST00000450190	376	201.321	0.00036709	1.47522
ENST00000491625	1308	1133.32	0	0
ENST00000613317	856	681.321	0	0
ENST00000455028	698	523.321	0	0
ENST00000466787	1416	1241.32	0	0
ENST00000481477	2761	2586.32	0	0
ENST00000447125	783	608.321	1	1329.96
ENST00000498210	366	191.321	0	0
ENST00000482761	2524	2349.32	0	0
ENST00000450472	937	762.321	0	0
ENST00000439274	2517	2342.32	5.12961	1771.78
ENST00000615262	101	34.0556	0	0
ENST00000617336	101	34.0556	0	0
ENST00000530812	4306	4131.32	0	0
ENST00000471540	3176	3001.32	0	0
ENST00000493524	890	715.321	0	0
ENST00000430635	693	518.321	0	0
ENST00000449640	1278	1103.32	0	0
ENST00000462224	683	508.321	0	0
ENST00000437626	5032	4857.32	0	0
ENST00000485550	745	570.321	0	0
ENST00000542230	2375	2200.32	0	0
ENST00000463917	441	266.321	0	0
ENST00000438059	697	522.321	1.3848	2144.97
ENST00000491729	2143	1968.32	3.63159	1492.7
ENST00000476848	2969	2794.32	3	868.596
ENST00000465978	345	170.321	0	0
ENST00000467280	450	275.321	0	0
ENST00000464078	508	333.321	0	0
ENST00000478372	356	181.321	0	0
ENST00000431599	417	242.321	0	0
ENST00000450823	238	75.6682	0	0
ENST00000610276	676	501.321	0	0
ENST00000433524	1386	1211.32	0	0
ENST00000438657	1115	940.321	0.535754	460.959
ENST00000430874	1036	861.321	0	0
ENST00000450653	790	615.321	0	0
ENST00000497313	457	282.321	0	0
ENST00000483315	1872	1697.32	1	476.66
ENST00000497630	933	758.321	0	0
ENST00000430815	717	542.321	0	0
ENST00000438055	3606	3431.32	0	0
ENST00000481113	570	395.321	0	0
ENST00000476784	7425	7250.32	3.76258	419.857
ENST00000496121	1326	1151.32	5.98089	4202.83
ENST00000447844	644	469.321	7	12067
ENST00000445481	146	34.678	0	0
ENST00000602620	372	197.321	0	0
ENST00000612624	1021	846.321	0.999687	955.656
ENST00000461281	582	407.321	0	0
ENST00000612957	755	580.321	0	0
ENST00000522931	573	398.321	0	0
ENST00000457162	794	619.321	0	0
ENST00000558955	629	454.321	0	0
ENST00000467510	427	252.321	0	0
ENST00000426672	693	518.321	0	0
ENST00000615959	180	39.7101	0.5	10186.9
ENST00000482032	799	624.321	0	0
ENST00000491395	619	444.321	1.47898	2693.01
ENST00000428693	999	824.321	0	0
ENST00000492656	1153	978.321	0	0
ENST00000615718	700	525.321	0	0
ENST00000455177	581	406.321	0	0
ENST00000452561	1761	1586.32	0	0
ENST00000479586	841	666.321	0	0
ENST00000429033	2259	2084.32	0	0
ENST00000446301	562	387.321	0	0
ENST00000444178	309	137.515	0	0
ENST00000602921	581	406.321	0	0
ENST00000448054	499	324.321	0	0
ENST00000488791	778	603.321	2	2681.97
ENST00000430354	486	311.321	0.72345	1880.07
ENST00000490091	1512	1337.32	2	1209.95
ENST00000456904	912	737.321	0	0
ENST00000612273	3251	3076.32	1.26898	333.731
ENST00000453699	765	590.321	0	0
ENST00000497873	2277	2102.32	0	0
ENST00000448649	500	325.321	1	2486.92
ENST00000580069	75	23.3	0	0
ENST00000460212	1293	1118.32	0	0
ENST00000442441	982	807.321	0	0
ENST00000456880	2056	1881.32	0	0
ENST00000433067	6124	5949.32	0	0
ENST00000523323	2823	2648.32	0	0
ENST00000472602	766	591.321	0	0
ENST00000481638	384	209.321	0	0
ENST00000481458	541	366.321	0	0
ENST00000479654	2911	2736.32	1.67003	493.777
ENST00000523126	577	402.321	0.000771962	1.55237
ENST00000449214	840	665.321	0	0
ENST00000606322	83	25.3077	0	0
ENST00000482186	4542	4367.32	1.69246	313.528
ENST00000484983	340	165.321	0	0
ENST00000465968	631	456.321	0	0
ENST00000448845	392	217.321	1	3722.82
ENST00000497664	590	415.321	1	1948
ENST00000462050	3037	2862.32	0	0
ENST00000442773	541	366.321	0	0
ENST00000460989	1521	1346.32	2.32927	1399.73
ENST00000486427	539	364.321	1.46511	3253.57
ENST00000485895	2551	2376.32	1	340.461
ENST00000495344	606	431.321	0	0
ENST00000440629	520	345.321	2	4685.76
ENST00000521995	556	381.321	0	0
ENST00000427839	648	473.321	0	0
ENST00000497805	1908	1733.32	0	0
ENST00000536861	1529	1354.32	0	0
ENST00000430093	1656	1481.32	0.0040681	2.22185
ENST00000440221	1004	829.321	0	0
ENST00000431150	285	116.183	0	0
ENST00000612277	6112	5937.32	0	0
ENST00000492229	306	134.515	0.543098	3266.48
ENST00000613970	806	631.321	2	2563.02
ENST00000450880	1275	1100.32	0	0
ENST00000470944	1746	1571.32	3.33271	1715.95
ENST00000495005	586	411.321	4.90975	9657.21
ENST00000485493	1626	1451.32	0	0
ENST00000498430	5228	5053.32	2.83974	454.648
ENST00000488492	909	734.321	0	0
ENST00000435738	355	180.321	0	0
ENST00000462212	1102	927.321	0	0
ENST00000444409	619	444.321	2	3641.72
ENST00000431901	582	407.321	0	0
ENST00000429903	387	212.321	0	0
ENST00000485591	777	602.321	0	0
ENST00000472587	2903	2728.32	0	0
ENST00000458387	1874	1699.32	0	0
ENST00000547141	315	142.932	0	0
ENST00000470886	4634	4459.32	2	362.856
ENST00000479117	1510	1335.32	0.00937336	5.67914
ENST00000460557	786	611.321	0	0
ENST00000612463	153	34.9861	0	0
ENST00000442550	572	397.321	0	0
ENST00000437180	5967	5792.32	3.36059	469.391
ENST00000430391	781	606.321	1	1334.35
ENST00000462214	587	412.321	0	0
ENST00000440526	1026	851.321	0	0
ENST00000608759	426	251.321	0	0
ENST00000485488	720	545.321	0	0
ENST00000607049	762	587.321	0	0
ENST00000481582	4080	3905.32	0	0
ENST00000439213	906	731.321	3.01368	3333.97
ENST00000468508	1435	1260.32	0	0
ENST00000470800	835	660.321	0	0
ENST00000448832	496	321.321	0	0
ENST00000470658	901	726.321	0	0
ENST00000460305	389	214.321	0.747567	2822.01
ENST00000600155	1108	933.321	0	0
ENST00000612702	3046	2871.32	0	0
ENST00000460174	600	425.321	0	0
ENST00000516464	97	32	0	0
ENST00000444998	2193	2018.32	3	1202.55
ENST00000491838	843	668.321	0	0
ENST00000426947	1083	908.321	0	0
ENST00000454980	649	474.321	0	0
ENST00000482915	665	490.321	1	1650.03
ENST00000516236	136	36.619	0	0
ENST00000481022	736	561.321	0	0
ENST00000577708	61	20.8333	0	0
ENST00000443046	823	648.321	0	0
ENST00000551367	513	338.321	0	0
ENST00000472557	732	557.321	1	1451.67
ENST00000464357	1041	866.321	0	0
ENST00000484090	429	254.321	0	0
ENST00000466846	3879	3704.32	2	436.812
ENST00000617205	644	469.321	1	1723.86
ENST00000440810	703	528.321	0	0
ENST00000437557	1641	1466.32	4	2207.01
ENST00000441910	464	289.321	0	0
ENST00000616952	225	66.0196	0	0
ENST00000466434	1150	975.321	0	0
ENST00000478674	485	310.321	0.507958	1324.31
ENST00000440714	292	122.138	0	0
ENST00000482533	2686	2511.32	3	966.478
ENST00000540756	2025	1850.32	0	0
ENST00000455116	450	275.321	0	0
ENST00000474114	6007	5832.32	6.04878	839.072
ENST00000479325	537	362.321	1	2232.95
ENST00000477419	771	596.321	0	0
ENST00000493640	282	113.183	0	0
ENST00000489072	1014	839.321	0	0
ENST00000612139	90	26.8125	0	0
ENST00000521987	563	388.321	0	0
ENST00000429271	606	431.321	1	1875.74
ENST00000458316	1122	947.321	1	854.035
ENST00000456917	1600	1425.32	18	10217.2
ENST00000485190	616	441.321	0	0
ENST00000490184	853	678.321	0	0
ENST00000487869	537	362.321	0	0
ENST00000607953	591	416.321	0	0
ENST00000428809	1332	1157.32	0	0
ENST00000617668	736	561.321	0	0
ENST00000451618	2198	2023.32	1	399.86
ENST00000487711	925	750.321	0	0
ENST00000495521	1565	1390.32	2.31439e-08	1.34677e-05
ENST00000498614	2358	2183.32	4.18121	1549.38
ENST00000449746	446	271.321	0	0
ENST00000487909	4131	3956.32	2	408.989
ENST00000447207	4928	4753.32	1.6048	273.148
ENST00000489903	2276	2101.32	0	0
ENST00000486520	4031	3856.32	4	839.189
ENST00000495217	703	528.321	1	1531.35
ENST00000443479	412	237.321	0	0
ENST00000480690	321	148.325	0	0
ENST00000454737	383	208.321	0	0
ENST00000478313	539	364.321	0	0
ENST00000489319	3412	3237.32	0	0
ENST00000490220	762	587.321	0	0
ENST00000602935	554	379.321	0	0
ENST00000427301	3216	3041.32	0	0
ENST00000487155	786	611.321	1.70282	2253.57
ENST00000485933	417	242.321	0	0
ENST00000463060	863	688.321	0	0
ENST00000454795	836	661.321	0	0
ENST00000430538	502	327.321	0	0
ENST00000454622	682	507.321	0	0
ENST00000599569	2260	2085.32	1	387.972
ENST00000447938	1258	1083.32	0	0
ENST00000450533	2451	2276.32	0	0
ENST00000460328	573	398.321	0	0
ENST00000451615	795	620.321	2	2608.47
ENST00000473988	627	452.321	1	1788.65
ENST00000457325	1542	1367.32	0	0
ENST00000609694	555	380.321	0	0
ENST00000496824	1063	888.321	0	0
ENST00000455567	2325	2150.32	2	752.488
ENST00000474336	438	263.321	0.468576	1439.68
ENST00000475776	2178	2003.32	0	0
ENST00000453420	4486	4311.32	1.32359	248.38
ENST00000518236	1052	877.321	0	0
ENST00000475618	229	68.7212	0	0
ENST00000490468	1415	1240.32	0.17961	117.157
ENST00000491952	247	82.8676	1	9763.11
ENST00000534991	831	656.321	2	2465.4
ENST00000433465	1457	1282.32	0	0
ENST00000540844	1927	1752.32	0	0
ENST00000479152	648	473.321	0.38952	665.804
ENST00000488166	986	811.321	1.55049	1546.14
ENST00000496124	435	260.321	0	0
ENST00000498670	791	616.321	0	0
ENST00000473107	560	385.321	0	0
ENST00000487266	780	605.321	1	1336.56
ENST00000436227	5269	5094.32	0	0
ENST00000481185	3377	3202.32	1	252.643
ENST00000609132	668	493.321	0.843865	1383.94
ENST00000434589	288	119.183	0	0
ENST00000461785	646	471.321	0	0
ENST00000464589	4718	4543.32	0	0
ENST00000484887	445	270.321	0	0
ENST00000490982	904	729.321	1	1109.31
ENST00000579533	299	128.06	0	0
ENST00000480452	526	351.321	1	2302.87
ENST00000454567	350	175.321	0	0
ENST00000435744	1610	1435.32	0	0
ENST00000446166	754	579.321	0	0
ENST00000476948	603	428.321	2.97544	5620.24
ENST00000496774	827	652.321	0	0
ENST00000617390	92	28.8125	0	0
ENST00000452460	644	469.321	0	0
ENST00000492336	1290	1115.32	0	0
ENST00000609592	482	307.321	0	0
ENST00000553001	929	754.321	0	0
ENST00000453784	2908	2733.32	6.79367	2010.88
ENST00000481302	476	301.321	1	2685
ENST00000484878	675	500.321	0	0
ENST00000463070	582	407.321	0	0
ENST00000497547	3022	2847.32	0	0
ENST00000429132	338	163.321	0.420822	2084.63
ENST00000465532	791	616.321	0	0
ENST00000466134	5986	5811.32	6.2437	869.241
ENST00000435611	618	443.321	0	0
ENST00000490666	577	402.321	0.817592	1644.13
ENST00000486746	530	355.321	0	0
ENST00000465834	957	782.321	1.09138	1128.66
ENST00000468009	616	441.321	0	0
ENST00000449165	4559	4384.32	0	0
ENST00000434853	354	179.321	0	0
ENST00000456017	612	437.321	0	0
ENST00000455508	1187	1012.32	0	0
ENST00000590829	703	528.321	2	3062.7
ENST00000450936	582	407.321	0	0
ENST00000462349	1038	863.321	0	0
ENST00000432830	522	347.321	0	0
ENST00000447384	954	779.321	0	0
ENST00000444046	1153	978.321	0	0
ENST00000585273	751	576.321	0	0
ENST00000459895	588	413.321	0	0
ENST00000488392	466	291.321	0	0
ENST00000433395	1000	825.321	0	0
ENST00000428914	655	480.321	0	0
ENST00000436765	624	449.321	0	0
ENST00000609365	559	384.321	0	0
ENST00000613359	153	34.9861	0	0
ENST00000437996	595	420.321	0	0
ENST00000435590	2219	2044.32	0	0
ENST00000517106	92	28.8125	0	0
ENST00000475864	668	493.321	0	0
ENST00000468982	1093	918.321	0	0
ENST00000457669	1133	958.321	0	0
ENST00000459922	724	549.321	0	0
ENST00000611755	311	138.932	0	0
ENST00000483977	3934	3759.32	9.50283	2045.11
ENST00000458495	518	343.321	0	0
ENST00000444036	316	143.932	0	0
ENST00000450928	666	491.321	0	0
ENST00000440379	838	663.321	0	0
ENST00000477954	1034	859.321	0	0
ENST00000472588	1410	1235.32	1	654.927
ENST00000474596	2105	1930.32	0	0
ENST00000471689	614	439.321	0	0
ENST00000443408	2315	2140.32	0	0
ENST00000482575	578	403.321	1	2005.96
ENST00000478680	416	241.321	0.739394	2478.87
ENST00000460020	890	715.321	0	0
ENST00000468360	757	582.321	0	0
ENST00000456957	569	394.321	2	4103.49
ENST00000479153	1736	1561.32	3.34275	1732.15
ENST00000596207	608	433.321	0	0
ENST00000471902	689	514.321	0	0
ENST00000482980	3364	3189.32	0	0
ENST00000471909	2544	2369.32	9.95004	3397.61
ENST00000496759	377	202.321	0	0
ENST00000548700	304	132.515	0	0
ENST00000602580	560	385.321	0	0
ENST00000431661	308	136.515	0	0
ENST00000616689	597	422.321	0	0
ENST00000463674	1013	838.321	0	0
ENST00000450121	918	743.321	0	0
ENST00000601471	538	363.321	0	0
ENST00000494243	861	686.321	0	0
ENST00000610988	2195	2020.32	0	0
ENST00000491756	733	558.321	0	0
ENST00000482273	729	554.321	0	0
ENST00000609556	1341	1166.32	0	0
ENST00000472191	318	145.325	0	0
ENST00000431166	1014	839.321	0	0
ENST00000498789	959	784.321	1	1031.52
ENST00000441787	6542	6367.32	0	0
ENST00000464058	531	356.321	0	0
ENST00000608632	659	484.321	0	0
ENST00000489175	2041	1866.32	1	433.497
ENST00000466453	374	199.321	0	0
ENST00000472364	2542	2367.32	4.33969	1483.11
ENST00000581792	180	39.7101	0.5	10186.9
ENST00000612472	2959	2784.32	0	0
ENST00000484861	453	278.321	0	0
ENST00000458015	643	468.321	0	0
ENST00000471407	665	490.321	0	0
ENST00000476084	602	427.321	1	1893.3
ENST00000494690	612	437.321	1	1850
ENST00000455867	1644	1469.32	0.430042	236.792
ENST00000469395	563	388.321	0	0
ENST00000438788	620	445.321	0	0
ENST00000485067	2259	2084.32	4	1552.63
ENST00000430064	377	202.321	0	0
ENST00000494829	3622	3447.32	0	0
ENST00000465077	728	553.321	0	0
ENST00000473381	2754	2579.32	0	0
ENST00000467358	3955	3780.32	8.18333	1751.35
ENST00000491486	520	345.321	0.483211	1132.11
ENST00000469658	437	262.321	0	0
ENST00000492638	1017	842.321	1.5217	1461.58
ENST00000436303	446	271.321	0	0
ENST00000608043	551	376.321	3.43426	7383.24
ENST00000432085	3184	3009.32	0	0
ENST00000451131	657	482.321	0	0
ENST00000448927	4354	4179.32	6.65454	1288.2
ENST00000460011	1260	1085.32	0	0
ENST00000616529	615	440.321	0	0
ENST00000437194	443	268.321	0	0
ENST00000437258	932	757.321	2.20865	2359.5
ENST00000436357	603	428.321	0	0
ENST00000602505	189	42.6875	0	0
ENST00000458992	160	32.9368	0	0
ENST00000486303	708	533.321	0	0
ENST00000447939	512	337.321	2	4796.89
ENST00000448287	454	279.321	0	0
ENST00000434859	847	672.321	0	0
ENST00000445440	1375	1200.32	0	0
ENST00000451462	601	426.321	0	0
ENST00000615804	2195	2020.32	0	0
ENST00000546158	2199	2024.32	0	0
ENST00000583100	276	107.183	0.905767	6836.99
ENST00000491298	819	644.321	5.43875	6829.2
ENST00000457143	589	414.321	0	0
ENST00000434195	531	356.321	0	0
ENST00000479202	704	529.321	0	0
ENST00000476106	586	411.321	2.81163	5530.33
ENST00000608410	312	139.932	0	0
ENST00000454921	816	641.321	0	0
ENST00000427746	666	491.321	0.470768	775.202
ENST00000498666	4781	4606.32	6.32412	1110.76
ENST00000482953	3595	3420.32	2.38117	563.245
ENST00000457565	323	150.325	0	0
ENST00000438852	635	460.321	0	0
ENST00000426942	269	101.088	0	0
ENST00000462267	667	492.321	0	0
ENST00000527919	2409	2234.32	0	0
ENST00000427451	1640	1465.32	0	0
ENST00000487374	469	294.321	1.6633	4572.18
ENST00000491828	889	714.321	0	0
ENST00000617746	859	684.321	0	0
ENST00000455391	461	286.321	0	0
ENST00000443486	507	332.321	0	0
ENST00000470545	544	369.321	0.5	1095.32
ENST00000441759	977	802.321	0	0
ENST00000438404	849	674.321	0	0
ENST00000426537	876	701.321	1	1153.6
ENST00000467616	676	501.321	0.999885	1613.64
ENST00000484403	808	633.321	0	0
ENST00000431743	355	180.321	0	0
ENST00000547595	313	140.932	0.8237	4728.59
ENST00000440405	613	438.321	0	0
ENST00000479378	1062	887.321	0	0
ENST00000459639	1675	1500.32	0.791926	427.045
ENST00000474455	1857	1682.32	2.15326	1035.52
ENST00000452500	530	355.321	0	0
ENST00000459741	5826	5651.32	0	0
ENST00000530908	1924	1749.32	0	0
ENST00000464265	3437	3262.32	1.66551	413.041
ENST00000616815	443	268.321	0	0
ENST00000480147	3744	3569.32	4.66391	1057.15
ENST00000550131	349	174.321	1	4641.13
ENST00000485621	537	362.321	1	2232.95
ENST00000429739	783	608.321	0	0
ENST00000442559	431	256.321	0	0
ENST00000496607	4075	3900.32	5.40022	1120.17
ENST00000444130	435	260.321	1	3107.88
ENST00000497243	917	742.321	0	0
ENST00000428669	579	404.321	0	0
ENST00000473752	1638	1463.32	0	0
ENST00000478268	3202	3027.32	3.28694	878.427
ENST00000433210	636	461.321	0	0
ENST00000470196	654	479.321	0	0
ENST00000583496	76	22.1818	0	0
ENST00000493019	2880	2705.32	0	0
ENST00000482679	1956	1781.32	0.497167	225.805
ENST00000596669	838	663.321	0	0
ENST00000588753	589	414.321	1	1952.7
ENST00000442605	575	400.321	2	4041.98
ENST00000479810	2742	2567.32	0	0
ENST00000593338	557	382.321	0	0
ENST00000541036	7018	6843.32	9.57777	1132.32
ENST00000433957	2402	2227.32	0	0
ENST00000602901	356	181.321	0	0
ENST00000456825	293	123.138	0	0
ENST00000468717	706	531.321	0	0
ENST00000478932	2605	2430.32	2	665.793
ENST00000433951	1109	934.321	1	865.918
ENST00000481921	716	541.321	1	1494.58
ENST00000431390	1552	1377.32	0	0
ENST00000462571	1784	1609.32	0	0
ENST00000466954	809	634.321	0	0
ENST00000565959	1782	1607.32	0	0
ENST00000487994	994	819.321	0	0
ENST00000432504	619	444.321	0	0
ENST00000473212	2515	2340.32	1	345.698
ENST00000494252	440	265.321	0	0
ENST00000444161	235	73.0141	0	0
ENST00000471860	718	543.321	1.61491	2404.72
ENST00000469412	2313	2138.32	0	0
ENST00000435722	2760	2585.32	4.40269e-05	0.0137777
ENST00000452572	888	713.321	0	0
ENST00000455164	2810	2635.32	0	0
ENST00000488522	853	678.321	0	0
ENST00000491513	744	569.321	0	0
ENST00000483973	579	404.321	0	0
ENST00000476326	1977	1802.32	0	0
ENST00000495240	972	797.321	0	0
ENST00000445582	582	407.321	0	0
ENST00000496601	378	203.321	0	0
ENST00000498841	3122	2947.32	0	0
ENST00000483568	398	223.321	0	0
ENST00000455275	392	217.321	0	0
ENST00000450830	449	274.321	0	0
ENST00000492760	400	225.321	0	0
ENST00000433588	1376	1201.32	0	0
ENST00000441666	441	266.321	0	0
ENST00000475009	715	540.321	0	0
ENST00000435732	1151	976.321	0	0
ENST00000522688	606	431.321	0	0
ENST00000437492	853	678.321	3	3578.15
ENST00000608289	510	335.321	0	0
ENST00000609985	693	518.321	0	0
ENST00000547341	595	420.321	0	0
ENST00000467577	264	97.4089	0	0
ENST00000616522	101	34.0556	0	0
ENST00000495475	199	49.2674	0	0
ENST00000489261	1108	933.321	0	0
ENST00000593619	599	424.321	0	0
ENST00000470912	894	719.321	0	0
ENST00000472318	796	621.321	0	0
ENST00000491776	1515	1340.32	0	0
ENST00000608431	260	94.2511	0	0
ENST00000490803	1865	1690.32	0	0
ENST00000460740	811	636.321	1	1271.44
ENST00000549932	555	380.321	0	0
ENST00000585040	80	22.3077	0	0
ENST00000451410	424	249.321	0	0
ENST00000441379	2282	2107.32	1.14492	439.56
ENST00000440052	3523	3348.32	1.02163	246.854
ENST00000457068	924	749.321	0	0
ENST00000445724	2497	2322.32	0	0
ENST00000471490	4564	4389.32	1.22358	225.531
ENST00000427188	967	792.321	0	0
ENST00000490393	1885	1710.32	4.57915	2166.11
ENST00000482192	793	618.321	0	0
ENST00000449949	463	288.321	0	0
ENST00000491666	1196	1021.32	4	3168.62
ENST00000484028	688	513.321	1	1576.1
ENST00000485357	1082	907.321	0	0
ENST00000455392	767	592.321	0	0
ENST00000485865	549	374.321	0	0
ENST00000602454	467	292.321	0	0
ENST00000447052	739	564.321	1	1433.66
ENST00000493811	577	402.321	0	0
ENST00000451035	2108	1933.32	0	0
ENST00000435878	516	341.321	0	0
ENST00000447177	751	576.321	0	0
ENST00000460521	2818	2643.32	0	0
ENST00000608072	691	516.321	0	0
ENST00000549158	626	451.321	0	0
ENST00000458922	177	38.1429	1	21210.9
ENST00000463599	338	163.321	0	0
ENST00000603349	851	676.321	0	0
ENST00000496779	1570	1395.32	1	579.827
ENST00000439593	528	353.321	0	0
ENST00000433101	861	686.321	0	0
ENST00000612610	1162	987.321	0	0
ENST00000493295	1991	1816.32	0	0
ENST00000479424	647	472.321	0	0
ENST00000609953	652	477.321	0	0
ENST00000453500	292	122.138	0	0
ENST00000496462	3973	3798.32	3.76392	801.718
ENST00000441268	2095	1920.32	0	0
ENST00000481609	970	795.321	0	0
ENST00000435072	692	517.321	0	0
ENST00000433303	276	107.183	0	0
ENST00000489676	419	244.321	0	0
ENST00000497881	1708	1533.32	2.62893	1387.13
ENST00000496783	1725	1550.32	3	1565.57
ENST00000463668	2178	2003.32	1.03669	418.669
ENST00000498151	493	318.321	1.67509	4257.43
ENST00000613803	101	34.0556	0	0
ENST00000593977	640	465.321	2.75001	4781.4
ENST00000617870	6176	6001.32	0	0
ENST00000433071	822	647.321	1	1249.84
ENST00000612267	3336	3161.32	0	0
ENST00000480950	318	145.325	0	0
ENST00000469482	702	527.321	0	0
ENST00000449395	6662	6487.32	0	0
ENST00000427803	1077	902.321	0	0
ENST00000441677	583	408.321	0.463962	919.293
ENST00000475402	536	361.321	0	0
ENST00000426578	784	609.321	0	0
ENST00000480896	10485	10310.3	6.71486	526.911
ENST00000472272	581	406.321	0	0
ENST00000568332	529	354.321	1	2283.37
ENST00000480786	807	632.321	0	0
ENST00000472184	1787	1612.32	0	0
ENST00000484712	574	399.321	0	0
ENST00000437238	2004	1829.32	0	0
ENST00000429236	2212	2037.32	3.09732	1229.98
ENST00000474132	628	453.321	0	0
ENST00000470987	1954	1779.32	0	0
ENST00000517141	136	36.619	0	0
ENST00000487434	300	128.515	1	6295.34
ENST00000504298	821	646.321	1	1251.77
ENST00000517819	527	352.321	0	0
ENST00000495274	951	776.321	0	0
ENST00000443703	707	532.321	0	0
ENST00000524251	568	393.321	0	0
ENST00000491110	516	341.321	0	0
ENST00000495363	1029	854.321	0	0
