geneA.name	geneA.id	geneB.name	geneB.id	paircount	splitcount	transcripts.list
RBPMS	ENSG00000157110	RBM12	ENSG00000244462	0	1	ENST00000520191_0:364_ENST00000435161_56:565;ENST00000523115_0:235_ENST00000374114_157:6662;ENST00000519647_0:297_ENST00000435161_56:565;ENST00000523115_0:235_ENST00000424458_88:1068;ENST00000287771_0:812_ENST00000424458_88:1068;ENST00000520161_0:368_ENST00000374114_157:6662;ENST00000287771_0:812_ENST00000374114_157:6662;ENST00000517860_0:254_ENST00000374114_157:6662;ENST00000339877_0:828_ENST00000424458_88:1068;ENST00000320203_0:828_ENST00000424458_88:1068;ENST00000397323_0:860_ENST00000435161_56:565;ENST00000397323_0:860_ENST00000374114_157:6662;ENST00000397323_0:860_ENST00000424458_88:1068;ENST00000339877_0:828_ENST00000435161_56:565;ENST00000320203_0:828_ENST00000435161_56:565;ENST00000519647_0:297_ENST00000424458_88:1068;ENST00000320203_0:828_ENST00000374114_157:6662;ENST00000339877_0:828_ENST00000374114_157:6662;ENST00000287771_0:812_ENST00000435161_56:565;ENST00000520191_0:364_ENST00000374114_157:6662;ENST00000519647_0:297_ENST00000374114_157:6662;ENST00000517860_0:254_ENST00000424458_88:1068;ENST00000520161_0:368_ENST00000424458_88:1068;ENST00000523115_0:235_ENST00000435161_56:565;ENST00000520191_0:364_ENST00000424458_88:1068;ENST00000517860_0:254_ENST00000435161_56:565;ENST00000520161_0:368_ENST00000435161_56:565
ZNF146	ENSG00000167635	PTMA	ENSG00000187514	0	1	ENST00000409683_0:431_ENST00000456324_583:3780;ENST00000410064_0:745_ENST00000456324_583:3780;ENST00000412128_0:382_ENST00000456324_583:3780;ENST00000409321_0:414_ENST00000456324_583:3780;ENST00000409115_0:467_ENST00000456324_583:3780;ENST00000341369_0:463_ENST00000456324_583:3780
DOP1B	ENSG00000142197	OGA	ENSG00000198408	0	1	ENST00000361464_0:2380_ENST00000399151_989:7685;ENST00000357797_0:2221_ENST00000399151_989:7685;ENST00000439817_0:2268_ENST00000399151_989:7685
RPL19	ENSG00000108298	NCL	ENSG00000115053	0	1	ENST00000225430_0:438_ENST00000322723_1123:4034;ENST00000579374_0:396_ENST00000322723_1123:4034;ENST00000579260_0:773_ENST00000322723_1123:4034;ENST00000582193_0:505_ENST00000322723_1123:4034
ZFC3H1	ENSG00000133858	HSP90B1	ENSG00000166598	0	1	ENST00000378743_0:5103_ENST00000299767_476:2858;ENST00000378743_0:5103_ENST00000640977_476:1127;ENST00000378743_0:5103_ENST00000614327_372:1338
ALDOA	ENSG00000149925	ZCCHC10	ENSG00000155329	2	0	ENST00000564688_0:375_ENST00000324170_0:2178;ENST00000562679_0:773_ENST00000324170_0:2178;ENST00000566846_0:512_ENST00000324170_0:2178;ENST00000412304_0:849_ENST00000324170_0:2178;ENST00000643777_0:728_ENST00000324170_0:2178;ENST00000642816_0:882_ENST00000324170_0:2178;ENST00000569798_0:717_ENST00000324170_0:2178;ENST00000569545_0:759_ENST00000324170_0:2178;ENST00000562168_0:666_ENST00000324170_0:2178;ENST00000395240_0:724_ENST00000324170_0:2178;ENST00000563060_0:793_ENST00000324170_0:2178;ENST00000564546_0:816_ENST00000324170_0:2178;ENST00000563987_0:586_ENST00000324170_0:2178;ENST00000564595_0:909_ENST00000324170_0:2178
FAH	ENSG00000103876	HMGN2	ENSG00000198830	2	0	ENST00000561421_0:522_ENST00000361427_0:1191;ENST00000261755_0:441_ENST00000361427_0:1191;ENST00000407106_0:519_ENST00000361427_0:1191;ENST00000558022_0:449_ENST00000361427_0:1191
SAFB	ENSG00000160633	CLIC4	ENSG00000169504	2	0	ENST00000374379_0:505_ENST00000588852_1251:2842;ENST00000374379_0:505_ENST00000454510_1058:2650;ENST00000374379_0:505_ENST00000592224_1286:3014;ENST00000374379_0:505_ENST00000292123_1305:3042
MRPS36	ENSG00000134056	NUPR1	ENSG00000176046	0	1	ENST00000256441_0:380_ENST00000324873_399:5491;ENST00000602380_0:548_ENST00000324873_399:5491;ENST00000512880_0:548_ENST00000324873_399:5491
PGD	ENSG00000142657	TPM4	ENSG00000167460	0	1	ENST00000586833_0:541_ENST00000270776_1131:1885;ENST00000642221_0:744_ENST00000270776_1131:1885;ENST00000646974_0:712_ENST00000270776_1131:1885;ENST00000647464_0:712_ENST00000270776_1131:1885;ENST00000344824_0:743_ENST00000270776_1131:1885;ENST00000643579_0:580_ENST00000270776_1131:1885;ENST00000300933_0:777_ENST00000270776_1131:1885;ENST00000646575_0:431_ENST00000270776_1131:1885;ENST00000588507_0:324_ENST00000270776_1131:1885;ENST00000592138_0:575_ENST00000270776_1131:1885
PPP2R1A	ENSG00000105568	LRP1	ENSG00000123384	2	0	ENST00000243077_0:5702_ENST00000462990_1826:2730;ENST00000243077_0:5702_ENST00000322088_1360:5380
RPA2	ENSG00000117748	ARF4	ENSG00000168374	0	1	ENST00000496292_0:416_ENST00000373909_522:1162;ENST00000489843_0:315_ENST00000444045_569:682;ENST00000303436_0:580_ENST00000444045_569:682;ENST00000303436_0:580_ENST00000313433_746:1237;ENST00000303436_0:580_ENST00000373909_522:1162;ENST00000463880_0:572_ENST00000313433_738:1237;ENST00000489843_0:315_ENST00000373912_712:1752;ENST00000303436_0:580_ENST00000373912_712:1752;ENST00000463880_0:572_ENST00000444045_561:682;ENST00000489843_0:315_ENST00000373909_522:1162;ENST00000496292_0:416_ENST00000444045_569:682;ENST00000463880_0:572_ENST00000373909_514:1162;ENST00000496292_0:416_ENST00000313433_746:1237;ENST00000496292_0:416_ENST00000373912_712:1752;ENST00000489843_0:315_ENST00000313433_746:1237;ENST00000463880_0:572_ENST00000373912_704:1752
MEGF8	ENSG00000105429	KIRREL3	ENSG00000149571	0	1	ENST00000525704_0:356_ENST00000334370_2148:10966;ENST00000525704_0:356_ENST00000378073_2148:11034;ENST00000525144_0:305_ENST00000334370_2148:10966;ENST00000525144_0:305_ENST00000378073_2148:11034;ENST00000525144_0:305_ENST00000251268_1513:9549;ENST00000525704_0:356_ENST00000251268_1513:9549;ENST00000529097_0:66_ENST00000251268_1513:9549;ENST00000529097_0:66_ENST00000378073_2148:11034;ENST00000529097_0:66_ENST00000334370_2148:10966
ARHGEF1	ENSG00000076928	MFGE8	ENSG00000140545	0	2	ENST00000378152_0:2205_ENST00000268150_962:1937;ENST00000347545_0:2146_ENST00000542878_798:1172;ENST00000599846_0:2454_ENST00000542878_798:1172;ENST00000347545_0:2146_ENST00000268150_962:1937;ENST00000337665_0:2226_ENST00000566497_932:1689;ENST00000347545_0:2146_ENST00000566497_932:1689;ENST00000354532_0:2309_ENST00000268150_962:1937;ENST00000599846_0:2454_ENST00000268150_962:1937;ENST00000599589_0:1434_ENST00000542878_798:1172;ENST00000599589_0:1434_ENST00000268150_962:1937;ENST00000595723_0:524_ENST00000566497_932:1689;ENST00000378152_0:2205_ENST00000542878_798:1172;ENST00000595723_0:524_ENST00000268150_962:1937;ENST00000354532_0:2309_ENST00000542878_798:1172;ENST00000599846_0:2454_ENST00000566497_932:1689;ENST00000599589_0:1434_ENST00000566497_932:1689;ENST00000354532_0:2309_ENST00000566497_932:1689;ENST00000337665_0:2226_ENST00000268150_962:1937;ENST00000337665_0:2226_ENST00000542878_798:1172;ENST00000595723_0:524_ENST00000542878_798:1172;ENST00000378152_0:2205_ENST00000566497_932:1689
RPS20	ENSG00000008988	RPL14	ENSG00000188846	0	2	ENST00000519606_0:412_ENST00000416518_209:812;ENST00000519606_0:412_ENST00000396203_223:916;ENST00000523936_0:883_ENST00000416518_209:812;ENST00000523936_0:883_ENST00000396203_223:916;ENST00000519606_0:412_ENST00000338970_160:7072;ENST00000523936_0:883_ENST00000338970_160:7072
SOD1	ENSG00000142168	PTPN1	ENSG00000196396	2	0	ENST00000541713_0:1400_ENST00000389995_286:865;ENST00000371621_0:1458_ENST00000389995_286:865;ENST00000541713_0:1400_ENST00000270142_387:966;ENST00000371621_0:1458_ENST00000270142_387:966
HSPA5	ENSG00000044574	TRIP12	ENSG00000153827	2	0	ENST00000389044_0:5297_ENST00000324460_1606:3908;ENST00000389045_0:4247_ENST00000324460_1606:3908;ENST00000283943_0:5163_ENST00000324460_1606:3908
SCAMP3	ENSG00000116521	FARSA	ENSG00000179115	2	0	ENST00000593021_0:472_ENST00000302631_496:1446;ENST00000593021_0:472_ENST00000355379_589:1537;ENST00000588025_0:986_ENST00000302631_496:1446;ENST00000588025_0:986_ENST00000355379_589:1537;ENST00000314606_0:744_ENST00000302631_496:1446;ENST00000314606_0:744_ENST00000355379_589:1537
SELENOF	ENSG00000183291	SPTAN1	ENSG00000197694	0	1	ENST00000497861_0:72_ENST00000372731_5170:7889;ENST00000370554_0:275_ENST00000630804_5096:7812;ENST00000331835_0:506_ENST00000372739_5153:7868;ENST00000331835_0:506_ENST00000630866_5043:7498;ENST00000401030_0:267_ENST00000372731_5170:7889;ENST00000370554_0:275_ENST00000358161_5075:7794;ENST00000497861_0:72_ENST00000372739_5153:7868;ENST00000370554_0:275_ENST00000372731_5170:7889;ENST00000616787_0:565_ENST00000372731_5170:7889;ENST00000611507_0:565_ENST00000372731_5170:7889;ENST00000497861_0:72_ENST00000630866_5043:7498;ENST00000497861_0:72_ENST00000358161_5075:7794;ENST00000616787_0:565_ENST00000358161_5075:7794;ENST00000611507_0:565_ENST00000358161_5075:7794;ENST00000401030_0:267_ENST00000630804_5096:7812;ENST00000497861_0:72_ENST00000630804_5096:7812;ENST00000331835_0:506_ENST00000372731_5170:7889;ENST00000401030_0:267_ENST00000358161_5075:7794;ENST00000611507_0:565_ENST00000372739_5153:7868;ENST00000616787_0:565_ENST00000372739_5153:7868;ENST00000331835_0:506_ENST00000358161_5075:7794;ENST00000331835_0:506_ENST00000630804_5096:7812;ENST00000611507_0:565_ENST00000630804_5096:7812;ENST00000616787_0:565_ENST00000630804_5096:7812;ENST00000401030_0:267_ENST00000630866_5043:7498;ENST00000401030_0:267_ENST00000372739_5153:7868;ENST00000616787_0:565_ENST00000630866_5043:7498;ENST00000611507_0:565_ENST00000630866_5043:7498;ENST00000370554_0:275_ENST00000630866_5043:7498;ENST00000370554_0:275_ENST00000372739_5153:7868
CDK11B	ENSG00000248333	AP000295.1	ENSG00000249624	0	1	ENST00000433395_0:984_ENST00000341832_475:2998;ENST00000433395_0:984_ENST00000407249_475:2677;ENST00000433395_0:984_ENST00000340677_522:2534
PDGFC	ENSG00000145431	TSPAN5	ENSG00000168785	0	1	ENST00000422544_0:495_ENST00000505184_204:1191;ENST00000502773_0:986_ENST00000505184_204:1191;ENST00000422544_0:495_ENST00000515287_162:574;ENST00000422544_0:495_ENST00000511651_449:710;ENST00000422544_0:495_ENST00000305798_535:3365;ENST00000502773_0:986_ENST00000305798_535:3365;ENST00000502773_0:986_ENST00000515287_162:574;ENST00000502773_0:986_ENST00000511651_449:710
RNF216	ENSG00000011275	CCZ1	ENSG00000122674	0	1	ENST00000325974_0:456_ENST00000389902_2329:3293;ENST00000325974_0:456_ENST00000425013_2115:5639
RNF216	ENSG00000011275	CCZ1B	ENSG00000146574	0	1	ENST00000316731_0:963_ENST00000389902_2329:3293;ENST00000316731_0:963_ENST00000425013_2115:5639
ACBD5	ENSG00000107897	YME1L1	ENSG00000136758	0	1	ENST00000375901_0:1459_ENST00000376016_215:3856;ENST00000396271_0:1692_ENST00000427324_49:775;ENST00000375901_0:1459_ENST00000491542_215:912;ENST00000396271_0:1692_ENST00000376016_215:3856;ENST00000396271_0:1692_ENST00000491542_215:912;ENST00000375897_0:1945_ENST00000326799_182:3994;ENST00000375905_0:1622_ENST00000326799_182:3994;ENST00000396271_0:1692_ENST00000326799_182:3994;ENST00000375888_0:1657_ENST00000375972_179:2517;ENST00000375888_0:1657_ENST00000477432_1089:3474;ENST00000375888_0:1657_ENST00000326799_182:3994;ENST00000375888_0:1657_ENST00000613434_243:4127;ENST00000375905_0:1622_ENST00000396296_249:986;ENST00000375888_0:1657_ENST00000396296_249:986;ENST00000396271_0:1692_ENST00000396296_249:986;ENST00000375901_0:1459_ENST00000326799_182:3994;ENST00000375901_0:1459_ENST00000396296_249:986;ENST00000375901_0:1459_ENST00000375972_179:2517;ENST00000375901_0:1459_ENST00000477432_1089:3474;ENST00000375901_0:1459_ENST00000613434_243:4127;ENST00000396271_0:1692_ENST00000477432_1089:3474;ENST00000375905_0:1622_ENST00000613434_243:4127;ENST00000396271_0:1692_ENST00000613434_243:4127;ENST00000375897_0:1945_ENST00000375972_179:2517;ENST00000375905_0:1622_ENST00000375972_179:2517;ENST00000375897_0:1945_ENST00000477432_1089:3474;ENST00000396271_0:1692_ENST00000375972_179:2517;ENST00000375897_0:1945_ENST00000491542_215:912;ENST00000375897_0:1945_ENST00000376016_215:3856;ENST00000375901_0:1459_ENST00000427324_49:775;ENST00000375905_0:1622_ENST00000491542_215:912;ENST00000375905_0:1622_ENST00000376016_215:3856;ENST00000375905_0:1622_ENST00000427324_49:775;ENST00000375897_0:1945_ENST00000427324_49:775;ENST00000375888_0:1657_ENST00000427324_49:775;ENST00000375897_0:1945_ENST00000396296_249:986;ENST00000375888_0:1657_ENST00000491542_215:912;ENST00000375905_0:1622_ENST00000477432_1089:3474;ENST00000375897_0:1945_ENST00000613434_243:4127;ENST00000375888_0:1657_ENST00000376016_215:3856
RAB7A	ENSG00000075785	MAPKAP1	ENSG00000119487	0	1	ENST00000265960_0:682_ENST00000493186_156:329;ENST00000373511_0:679_ENST00000493186_156:329;ENST00000394060_0:679_ENST00000493186_156:329;ENST00000373498_0:418_ENST00000493186_156:329;ENST00000350766_0:651_ENST00000493186_156:329
RBFOX2	ENSG00000100320	ATXN1	ENSG00000124788	0	1	ENST00000244769_0:449_ENST00000405409_396:6932;ENST00000244769_0:449_ENST00000397305_342:759;ENST00000436367_0:434_ENST00000438146_237:1356;ENST00000436367_0:434_ENST00000405409_396:6932;ENST00000244769_0:449_ENST00000359369_51:1409;ENST00000244769_0:449_ENST00000438146_237:1356;ENST00000244769_0:449_ENST00000408983_155:663;ENST00000244769_0:449_ENST00000416721_93:1254;ENST00000436367_0:434_ENST00000397305_342:759;ENST00000436367_0:434_ENST00000408983_155:663;ENST00000244769_0:449_ENST00000449924_216:1935;ENST00000244769_0:449_ENST00000262829_216:1538;ENST00000436367_0:434_ENST00000416721_93:1254;ENST00000244769_0:449_ENST00000397303_0:1354;ENST00000436367_0:434_ENST00000397303_0:1354;ENST00000436367_0:434_ENST00000473487_54:789;ENST00000244769_0:449_ENST00000473487_54:789;ENST00000436367_0:434_ENST00000359369_51:1409;ENST00000436367_0:434_ENST00000262829_216:1538;ENST00000436367_0:434_ENST00000449924_216:1935;ENST00000436367_0:434_ENST00000414461_27:1706;ENST00000244769_0:449_ENST00000414461_27:1706
ENC1	ENSG00000171617	PCCA	ENSG00000175198	0	1	ENST00000510316_0:1118_ENST00000376285_1883:2494;ENST00000302351_0:1118_ENST00000376285_1883:2494;ENST00000618628_0:1118_ENST00000376285_1883:2494;ENST00000508331_0:1118_ENST00000376285_1883:2494;ENST00000509127_0:422_ENST00000637657_1505:2118;ENST00000302351_0:1118_ENST00000376286_1873:2481;ENST00000618628_0:1118_ENST00000376286_1873:2481;ENST00000510316_0:1118_ENST00000376286_1873:2481;ENST00000508331_0:1118_ENST00000376286_1873:2481;ENST00000509127_0:422_ENST00000376285_1883:2494;ENST00000508331_0:1118_ENST00000637657_1505:2118;ENST00000510316_0:1118_ENST00000637657_1505:2118;ENST00000618628_0:1118_ENST00000637657_1505:2118;ENST00000302351_0:1118_ENST00000637657_1505:2118;ENST00000509127_0:422_ENST00000636366_1043:1654;ENST00000509127_0:422_ENST00000376286_1873:2481;ENST00000510316_0:1118_ENST00000636366_1043:1654;ENST00000508331_0:1118_ENST00000636366_1043:1654;ENST00000618628_0:1118_ENST00000636366_1043:1654;ENST00000302351_0:1118_ENST00000636366_1043:1654
EIF3A	ENSG00000107581	DHCR7	ENSG00000172893	0	1	ENST00000541549_0:2912_ENST00000527316_112:1005;ENST00000541549_0:2912_ENST00000355527_160:2666;ENST00000369144_0:2893_ENST00000527316_112:1005;ENST00000369144_0:2893_ENST00000355527_160:2666;ENST00000541549_0:2912_ENST00000407721_95:2601;ENST00000369144_0:2893_ENST00000525346_82:520;ENST00000369144_0:2893_ENST00000529990_90:525;ENST00000541549_0:2912_ENST00000529990_90:525;ENST00000541549_0:2912_ENST00000531364_65:507;ENST00000369144_0:2893_ENST00000531364_65:507;ENST00000541549_0:2912_ENST00000525346_82:520;ENST00000369144_0:2893_ENST00000407721_95:2601;ENST00000541549_0:2912_ENST00000527452_189:579;ENST00000369144_0:2893_ENST00000527452_189:579
KDM3B	ENSG00000120733	ITGB1	ENSG00000150093	0	1	ENST00000314358_0:392_ENST00000528877_233:546;ENST00000314358_0:392_ENST00000396033_136:3784;ENST00000314358_0:392_ENST00000302278_65:3640;ENST00000314358_0:392_ENST00000475184_178:552;ENST00000314358_0:392_ENST00000437302_36:445;ENST00000314358_0:392_ENST00000414670_353:500;ENST00000314358_0:392_ENST00000488494_83:540
ZNF416	ENSG00000083817	ZNF550	ENSG00000251369	0	1	ENST00000196489_0:425_ENST00000601415_157:515;ENST00000196489_0:425_ENST00000506609_0:1361;ENST00000196489_0:425_ENST00000457177_208:3376;ENST00000196489_0:425_ENST00000325134_208:4305
COL3A1	ENSG00000168542	CALR	ENSG00000179218	0	1	ENST00000588454_0:661_ENST00000317840_828:3873;ENST00000588454_0:661_ENST00000304636_894:5543;ENST00000586760_0:184_ENST00000317840_828:3873;ENST00000316448_0:903_ENST00000304636_894:5543;ENST00000586760_0:184_ENST00000304636_894:5543;ENST00000316448_0:903_ENST00000317840_828:3873
COL3A1	ENSG00000168542	COL5A2	ENSG00000204262	1	1	ENST00000618828_0:372_ENST00000317840_183:3873;ENST00000649066_0:254_ENST00000317840_183:3873;ENST00000649066_0:254_ENST00000304636_249:5543;ENST00000374866_0:504_ENST00000304636_249:5543;ENST00000618828_0:372_ENST00000304636_249:5543;ENST00000374866_0:504_ENST00000317840_183:3873
CANX	ENSG00000127022	HNRNPH1	ENSG00000169045	0	1	ENST00000522256_0:376_ENST00000452673_144:4207;ENST00000522256_0:376_ENST00000247461_197:4260;ENST00000521116_0:429_ENST00000502498_62:570;ENST00000522256_0:376_ENST00000507307_343:582;ENST00000521116_0:429_ENST00000452673_144:4207;ENST00000522256_0:376_ENST00000514383_150:585;ENST00000522256_0:376_ENST00000502296_420:825;ENST00000522256_0:376_ENST00000504734_187:2232;ENST00000521116_0:429_ENST00000514383_150:585;ENST00000521116_0:429_ENST00000507307_343:582;ENST00000521116_0:429_ENST00000513246_402:727;ENST00000521116_0:429_ENST00000247461_197:4260;ENST00000522256_0:376_ENST00000502498_62:570;ENST00000522256_0:376_ENST00000513246_402:727;ENST00000521116_0:429_ENST00000504734_187:2232;ENST00000521116_0:429_ENST00000502296_420:825
HNRNPR	ENSG00000125944	HMGA2	ENSG00000149948	0	1	ENST00000374612_0:400_ENST00000403681_1338:4473;ENST00000374616_0:385_ENST00000403681_1338:4473;ENST00000606561_0:204_ENST00000403681_1338:4473;ENST00000302271_0:337_ENST00000403681_1338:4473;ENST00000478691_0:245_ENST00000403681_1338:4473;ENST00000427764_0:276_ENST00000403681_1338:4473
CD63	ENSG00000135404	YWHAB	ENSG00000166913	0	1	ENST00000353703_0:802_ENST00000546457_197:607;ENST00000353703_0:802_ENST00000551173_132:788;ENST00000372839_0:862_ENST00000552164_182:845;ENST00000372839_0:862_ENST00000552754_0:682;ENST00000372839_0:862_ENST00000546457_197:607;ENST00000353703_0:802_ENST00000549117_426:1233;ENST00000353703_0:802_ENST00000257857_268:1070;ENST00000353703_0:802_ENST00000552754_0:682;ENST00000372839_0:862_ENST00000551173_132:788;ENST00000372839_0:862_ENST00000549117_426:1233;ENST00000353703_0:802_ENST00000552164_182:845;ENST00000372839_0:862_ENST00000420846_135:981;ENST00000372839_0:862_ENST00000257857_268:1070;ENST00000353703_0:802_ENST00000420846_135:981
ERC1	ENSG00000082805	RBFOX2	ENSG00000100320	0	1	ENST00000405409_0:750_ENST00000355446_2755:5796;ENST00000359369_0:402_ENST00000360905_2804:5789;ENST00000405409_0:750_ENST00000360905_2804:5789;ENST00000408983_0:509_ENST00000355446_2755:5796;ENST00000416721_0:444_ENST00000546231_3163:4390;ENST00000359369_0:402_ENST00000546231_3163:4390;ENST00000397303_0:354_ENST00000546231_3163:4390;ENST00000414461_0:378_ENST00000546231_3163:4390;ENST00000416721_0:444_ENST00000611180_1892:2832;ENST00000416721_0:444_ENST00000360905_2804:5789;ENST00000473487_0:405_ENST00000543086_2810:9241;ENST00000414461_0:378_ENST00000397203_2696:9118;ENST00000473487_0:405_ENST00000360905_2804:5789;ENST00000397305_0:693_ENST00000589028_2780:9202;ENST00000416721_0:444_ENST00000543086_2810:9241;ENST00000359369_0:402_ENST00000543086_2810:9241;ENST00000473487_0:405_ENST00000546231_3163:4390;ENST00000397303_0:354_ENST00000543086_2810:9241;ENST00000262829_0:567_ENST00000611180_1892:2832;ENST00000449924_0:567_ENST00000611180_1892:2832;ENST00000414461_0:378_ENST00000543086_2810:9241;ENST00000438146_0:591_ENST00000360905_2804:5789;ENST00000397305_0:693_ENST00000360905_2804:5789;ENST00000397305_0:693_ENST00000543086_2810:9241;ENST00000438146_0:591_ENST00000543086_2810:9241;ENST00000408983_0:509_ENST00000543086_2810:9241;ENST00000473487_0:405_ENST00000589028_2780:9202;ENST00000405409_0:750_ENST00000611180_1892:2832;ENST00000408983_0:509_ENST00000589028_2780:9202;ENST00000408983_0:509_ENST00000397203_2696:9118;ENST00000473487_0:405_ENST00000611180_1892:2832;ENST00000405409_0:750_ENST00000546231_3163:4390;ENST00000397303_0:354_ENST00000397203_2696:9118;ENST00000414461_0:378_ENST00000355446_2755:5796;ENST00000449924_0:567_ENST00000355446_2755:5796;ENST00000262829_0:567_ENST00000355446_2755:5796;ENST00000414461_0:378_ENST00000360905_2804:5789;ENST00000397303_0:354_ENST00000355446_2755:5796;ENST00000405409_0:750_ENST00000589028_2780:9202;ENST00000438146_0:591_ENST00000397203_2696:9118;ENST00000359369_0:402_ENST00000611180_1892:2832;ENST00000414461_0:378_ENST00000589028_2780:9202;ENST00000449924_0:567_ENST00000360905_2804:5789;ENST00000262829_0:567_ENST00000360905_2804:5789;ENST00000408983_0:509_ENST00000611180_1892:2832;ENST00000416721_0:444_ENST00000589028_2780:9202;ENST00000397303_0:354_ENST00000589028_2780:9202;ENST00000416721_0:444_ENST00000397203_2696:9118;ENST00000438146_0:591_ENST00000589028_2780:9202;ENST00000438146_0:591_ENST00000611180_1892:2832;ENST00000416721_0:444_ENST00000355446_2755:5796;ENST00000359369_0:402_ENST00000589028_2780:9202;ENST00000262829_0:567_ENST00000589028_2780:9202;ENST00000449924_0:567_ENST00000589028_2780:9202;ENST00000405409_0:750_ENST00000397203_2696:9118;ENST00000473487_0:405_ENST00000397203_2696:9118;ENST00000414461_0:378_ENST00000611180_1892:2832;ENST00000449924_0:567_ENST00000397203_2696:9118;ENST00000262829_0:567_ENST00000397203_2696:9118;ENST00000262829_0:567_ENST00000546231_3163:4390;ENST00000449924_0:567_ENST00000546231_3163:4390;ENST00000473487_0:405_ENST00000355446_2755:5796;ENST00000262829_0:567_ENST00000543086_2810:9241;ENST00000449924_0:567_ENST00000543086_2810:9241;ENST00000397305_0:693_ENST00000611180_1892:2832;ENST00000438146_0:591_ENST00000355446_2755:5796;ENST00000397305_0:693_ENST00000397203_2696:9118;ENST00000408983_0:509_ENST00000360905_2804:5789;ENST00000397305_0:693_ENST00000355446_2755:5796;ENST00000359369_0:402_ENST00000355446_2755:5796;ENST00000438146_0:591_ENST00000546231_3163:4390;ENST00000408983_0:509_ENST00000546231_3163:4390;ENST00000397303_0:354_ENST00000611180_1892:2832;ENST00000405409_0:750_ENST00000543086_2810:9241;ENST00000359369_0:402_ENST00000397203_2696:9118;ENST00000397305_0:693_ENST00000546231_3163:4390;ENST00000397303_0:354_ENST00000360905_2804:5789
NUMB	ENSG00000133961	ZFYVE1	ENSG00000165861	0	1	ENST00000555394_0:88_ENST00000553891_1098:3244;ENST00000554546_0:125_ENST00000556143_1204:4485;ENST00000554546_0:125_ENST00000318876_1123:4362;ENST00000554546_0:125_ENST00000553891_1098:3244;ENST00000555987_0:85_ENST00000553891_1098:3244;ENST00000555987_0:85_ENST00000556143_1204:4485;ENST00000555394_0:88_ENST00000556143_1204:4485;ENST00000555394_0:88_ENST00000318876_1123:4362;ENST00000555987_0:85_ENST00000318876_1123:4362
TAX1BP1	ENSG00000106052	COL4A2	ENSG00000134871	2	0	ENST00000360467_0:4376_ENST00000265393_1034:2478;ENST00000360467_0:4376_ENST00000433216_846:3174;ENST00000360467_0:4376_ENST00000543117_1037:3365;ENST00000360467_0:4376_ENST00000409980_987:2629;ENST00000360467_0:4376_ENST00000396319_940:2892
COPA	ENSG00000122218	SLC38A10	ENSG00000157637	0	1	ENST00000288439_0:445_ENST00000241704_936:4789;ENST00000288439_0:445_ENST00000649787_794:4567;ENST00000374759_0:483_ENST00000241704_936:4789;ENST00000374759_0:483_ENST00000368069_784:4664;ENST00000288439_0:445_ENST00000647899_225:2046;ENST00000288439_0:445_ENST00000368069_784:4664;ENST00000288439_0:445_ENST00000649676_253:4031;ENST00000374759_0:483_ENST00000647899_225:2046;ENST00000374759_0:483_ENST00000647683_788:4239;ENST00000374759_0:483_ENST00000649676_253:4031;ENST00000288439_0:445_ENST00000647683_788:4239;ENST00000374759_0:483_ENST00000649787_794:4567
FBXO34	ENSG00000178974	FAM155A	ENSG00000204442	0	1	ENST00000375915_0:1054_ENST00000313833_235:3464
PFKP	ENSG00000067057	RBM17	ENSG00000134453	0	1	ENST00000379888_0:465_ENST00000407806_145:705;ENST00000437845_0:257_ENST00000381125_262:2654;ENST00000437845_0:257_ENST00000607886_164:432;ENST00000446108_0:884_ENST00000381075_306:2769;ENST00000437845_0:257_ENST00000381075_306:2769;ENST00000379888_0:465_ENST00000607886_164:432;ENST00000446108_0:884_ENST00000381125_262:2654;ENST00000437845_0:257_ENST00000407806_145:705;ENST00000432931_0:381_ENST00000407806_145:705;ENST00000418631_0:396_ENST00000407806_145:705;ENST00000379888_0:465_ENST00000381075_306:2769;ENST00000418631_0:396_ENST00000607886_164:432;ENST00000446108_0:884_ENST00000607886_164:432;ENST00000432931_0:381_ENST00000381075_306:2769;ENST00000418631_0:396_ENST00000381125_262:2654;ENST00000432931_0:381_ENST00000607886_164:432;ENST00000432931_0:381_ENST00000381125_262:2654;ENST00000379888_0:465_ENST00000381125_262:2654;ENST00000446108_0:884_ENST00000407806_145:705;ENST00000418631_0:396_ENST00000381075_306:2769
